time [s],voltage [V],current [...],temperature_A [K],temperature_B [K],setpoint [K]
34.33345437049866,+4.35709400E-0,+14.4253E-06,210.0,217.16,210.0
34.83336877822876,+4.35728300E-0,+14.4254E-06,210.0,217.16,210.0
35.33458209037781,+4.35715300E-0,+14.4252E-06,210.0,217.16,210.0
35.83269000053406,+4.35723400E-0,+14.4254E-06,210.0,217.16,210.0
36.33342695236206,+4.35704500E-0,+14.4252E-06,210.0,217.16,210.0
36.833149433135986,+4.35720200E-0,+14.4252E-06,210.0,217.16,210.0
37.333725929260254,+4.35696400E-0,+14.4251E-06,210.0,217.16,210.0
37.83303165435791,+4.35713200E-0,+14.4250E-06,210.0,217.15,210.0
38.33387851715088,+4.35695500E-0,+14.4248E-06,210.0,217.15,210.0
38.833385705947876,+4.35706500E-0,+14.4247E-06,210.0,217.15,210.0
39.33448791503906,+4.35684700E-0,+14.4247E-06,210.0,217.15,210.0
39.83314085006714,+4.35703100E-0,+14.4248E-06,210.0,217.15,210.0
40.33327674865723,+4.35681000E-0,+14.4244E-06,210.0,217.15,210.0
40.833412170410156,+4.35702500E-0,+14.4247E-06,210.0,217.15,210.0
41.33329200744629,+4.35679800E-0,+14.4242E-06,210.0,217.15,210.0
41.833574056625366,+4.35700400E-0,+14.4244E-06,210.0,217.15,210.0
42.33248949050903,+4.35676000E-0,+14.4243E-06,210.0,217.15,210.0
42.83221101760864,+4.35691700E-0,+14.4240E-06,210.0,217.15,210.0
43.33342790603638,+4.35667600E-0,+14.4241E-06,210.0,217.15,210.0
43.83218216896057,+4.35686500E-0,+14.4241E-06,210.0,217.15,210.0
44.33274173736572,+4.35663500E-0,+14.4243E-06,210.0,217.15,210.0
44.832571268081665,+4.35684400E-0,+14.4241E-06,210.0,217.15,210.0
45.33196806907654,+4.35662600E-0,+14.4240E-06,210.0,217.15,210.0
45.83161783218384,+4.35684200E-0,+14.4241E-06,210.0,217.15,210.0
46.33212614059448,+4.35660900E-0,+14.4241E-06,210.0,217.15,210.0
46.83165192604065,+4.35676300E-0,+14.4241E-06,210.0,217.15,210.0
47.330554723739624,+4.35661200E-0,+14.4239E-06,210.0,217.15,210.0
47.83038663864136,+4.35682400E-0,+14.4239E-06,210.0,217.15,210.0
48.33117127418518,+4.35654500E-0,+14.4238E-06,210.0,217.15,210.0
48.830280780792236,+4.35682100E-0,+14.4238E-06,210.0,217.15,210.0
49.33146142959595,+4.35655100E-0,+14.4238E-06,210.0,217.15,210.0
49.830124855041504,+4.35673100E-0,+14.4238E-06,210.0,217.15,210.0
50.33117938041687,+4.35653600E-0,+14.4237E-06,210.0,217.15,210.0
50.82863974571228,+4.35681500E-0,+14.4238E-06,210.0,217.15,210.0
51.33065104484558,+4.35642600E-0,+14.4237E-06,210.0,217.15,210.0
51.83014416694641,+4.35672800E-0,+14.4236E-06,210.0,217.15,210.0
52.30007839202881,+4.35658600E-0,+14.4190E-06,210.0,217.15,210.0
52.77992653846741,+4.35659400E-0,+14.4236E-06,210.0,217.15,210.0
53.259480476379395,+4.35668500E-0,+14.4237E-06,210.0,217.15,210.0
53.73989772796631,+4.35638800E-0,+14.4235E-06,210.0,217.15,210.0
54.22583246231079,+4.35674900E-0,+14.4235E-06,210.0,217.15,210.0
54.72642755508423,+4.35634700E-0,+14.4233E-06,210.0,217.15,210.0
55.22638177871704,+4.35669000E-0,+14.4233E-06,210.0,217.15,210.0
55.727060317993164,+4.35634700E-0,+14.4231E-06,210.0,217.15,210.0
56.22628474235535,+4.35665300E-0,+14.4233E-06,210.0,217.15,210.0
56.72707152366638,+4.35633900E-0,+14.4230E-06,210.0,217.15,210.0
57.22456622123718,+4.35659200E-0,+14.4231E-06,210.0,217.15,210.0
57.728463888168335,+4.35624000E-0,+14.4228E-06,210.0,217.15,210.0
58.22456336021423,+4.35647500E-0,+14.4229E-06,210.0,217.15,210.0
58.72561025619507,+4.35621700E-0,+14.4226E-06,210.0,217.15,210.0
59.22456097602844,+4.35638800E-0,+14.4227E-06,210.0,217.15,210.0
59.72564387321472,+4.35620200E-0,+14.4224E-06,210.0,217.15,210.0
60.22451066970825,+4.35636200E-0,+14.4226E-06,210.0,217.15,210.0
60.71656632423401,+4.35622200E-0,+14.4179E-06,210.0,217.15,210.0
61.1954448223114,+4.35621400E-0,+14.4224E-06,210.0,217.15,210.0
61.67573857307434,+4.35619000E-0,+14.4219E-06,210.0,217.15,210.0
62.17539072036743,+4.35614700E-0,+14.4221E-06,210.0,217.15,210.0
62.655271768569946,+4.35622500E-0,+14.4222E-06,210.0,217.15,210.0
63.13655686378479,+4.35599900E-0,+14.4220E-06,210.0,217.15,210.0
63.614460468292236,+4.35608900E-0,+14.4269E-06,210.0,217.15,210.0
64.09375238418579,+4.35608900E-0,+14.4220E-06,210.0,217.15,210.0
64.57452440261841,+4.35604800E-0,+14.4218E-06,210.0,217.15,210.0
65.05504608154297,+4.35607700E-0,+14.4220E-06,210.0,217.15,210.0
65.53654479980469,+4.35590800E-0,+14.4217E-06,210.0,217.15,210.0
66.01352548599243,+4.35600100E-0,+14.4265E-06,210.0,217.15,210.0
66.4931845664978,+4.35593500E-0,+14.4163E-06,210.0,217.15,210.0
66.99350190162659,+4.35591700E-0,+14.4215E-06,210.0,217.15,210.0
67.47318744659424,+4.35594900E-0,+14.4215E-06,210.0,217.15,210.0
67.95351457595825,+4.35577200E-0,+14.4214E-06,210.0,217.15,210.0
68.4360020160675,+4.35596900E-0,+14.4207E-06,210.0,217.15,210.0
68.93725061416626,+4.35571900E-0,+14.4210E-06,210.0,217.15,210.0
69.41235947608948,+4.35578600E-0,+14.4258E-06,210.0,217.15,210.0
69.893230676651,+4.35575700E-0,+14.4208E-06,210.0,217.15,210.0
70.37162852287292,+4.35572200E-0,+14.4209E-06,210.0,217.15,210.0
70.85253262519836,+4.35583300E-0,+14.4205E-06,210.0,217.15,210.0
71.35299587249756,+4.35556000E-0,+14.4205E-06,210.0,217.15,210.0
71.81151390075684,+4.35568500E-0,+14.4200E-06,210.0,217.15,210.0
72.31124901771545,+4.35559700E-0,+14.4200E-06,210.0,217.15,210.0
72.81195449829102,+4.35558000E-0,+14.4251E-06,210.0,217.15,210.0
73.29149270057678,+4.35561200E-0,+14.4152E-06,210.0,217.15,210.0
73.79638123512268,+4.35556500E-0,+14.4244E-06,210.0,217.15,210.0
74.29084062576294,+4.35554500E-0,+14.4150E-06,210.0,217.15,210.0
74.79038190841675,+4.35549300E-0,+14.4241E-06,210.0,217.15,210.0
75.29115509986877,+4.35549000E-0,+14.4147E-06,210.0,217.15,210.0
75.79014205932617,+4.35540300E-0,+14.4240E-06,210.0,217.15,210.0
76.29026317596436,+4.35538200E-0,+14.4146E-06,210.0,217.15,210.0
76.79027938842773,+4.35532700E-0,+14.4236E-06,210.0,217.15,210.0
77.2900607585907,+4.35529200E-0,+14.4142E-06,210.0,217.15,210.0
77.79017972946167,+4.35524900E-0,+14.4235E-06,210.0,217.15,210.0
78.28956651687622,+4.35522800E-0,+14.4140E-06,210.0,217.15,210.0
78.7901406288147,+4.35522500E-0,+14.4232E-06,210.0,217.15,210.0
79.28920865058899,+4.35509400E-0,+14.4138E-06,210.0,217.15,210.0
79.79013895988464,+4.35511800E-0,+14.4229E-06,210.0,217.15,210.0
80.28970146179199,+4.35507100E-0,+14.4134E-06,210.0,217.15,210.0
80.78894758224487,+4.35502800E-0,+14.4225E-06,210.0,217.15,210.0
81.2899100780487,+4.35501600E-0,+14.4179E-06,210.0,217.15,210.0
81.7685284614563,+4.35499900E-0,+14.4179E-06,210.0,217.15,210.0
82.2695574760437,+4.35491400E-0,+14.4177E-06,210.0,217.15,210.0
82.76849126815796,+4.35489100E-0,+14.4176E-06,210.0,217.15,210.0
83.25560665130615,+4.35484400E-0,+14.4128E-06,210.0,217.15,210.0
83.78819561004639,+4.35484400E-0,+14.4218E-06,210.0,217.15,210.0
84.28932547569275,+4.35480700E-0,+14.4173E-06,210.0,217.15,210.0
84.76833009719849,+4.35476600E-0,+14.4170E-06,210.0,217.15,210.0
85.2687816619873,+4.35465800E-0,+14.4171E-06,210.0,217.15,210.0
85.74784874916077,+4.35462100E-0,+14.4167E-06,210.0,217.15,210.0
86.24754238128662,+4.35472200E-0,+14.4167E-06,210.0,217.15,210.0
86.74848532676697,+4.35446700E-0,+14.4166E-06,210.0,217.15,210.0
87.23551559448242,+4.35460900E-0,+14.4164E-06,210.0,217.15,210.0
87.7365653514862,+4.35442000E-0,+14.4162E-06,210.0,217.15,210.0
88.23451828956604,+4.35460900E-0,+14.4162E-06,210.0,217.15,210.0
88.73620557785034,+4.35433300E-0,+14.4160E-06,210.0,217.15,210.0
89.2344868183136,+4.35450100E-0,+14.4160E-06,210.0,217.15,210.0
89.7356207370758,+4.35422500E-0,+14.4158E-06,210.0,217.15,210.0
90.23426294326782,+4.35441400E-0,+14.4161E-06,210.0,217.15,210.0
90.73478722572327,+4.35416700E-0,+14.4155E-06,210.0,217.15,210.0
91.23277616500854,+4.35430100E-0,+14.4156E-06,210.0,217.15,210.0
