time [s],voltage [V],current [A],temperature_A [K],temperature_B [K],setpoint [K],heater [%]
39.52729535102844,+3.42071400E+00,+1.613923E-03,289.8,278.78,289.78,
40.15907835960388,+3.42071100E+00,+1.613922E-03,289.8,278.78,289.78,
40.79896545410156,+3.42070600E+00,+1.613920E-03,289.8,278.78,289.78,
41.42868947982788,+3.42070000E+00,+1.613917E-03,289.8,278.78,289.78,
42.060654401779175,+3.42069700E+00,+1.613916E-03,289.79,278.78,289.78,
42.69932985305786,+3.42070300E+00,+1.613913E-03,289.79,278.78,289.78,
43.326507806777954,+3.42069100E+00,+1.613911E-03,289.79,278.78,289.77,
43.95895290374756,+3.42068500E+00,+1.613911E-03,289.79,278.78,289.77,
44.59958863258362,+3.42067600E+00,+1.613899E-03,289.79,278.78,289.77,
45.244248390197754,+3.42067400E+00,+1.613905E-03,289.79,278.78,289.77,
45.881919860839844,+3.42067600E+00,+1.613905E-03,289.79,278.78,289.77,
46.5279815196991,+3.42066500E+00,+1.613904E-03,289.79,278.78,289.77,
47.16090440750122,+3.42066500E+00,+1.613900E-03,289.79,278.78,289.77,
47.80001997947693,+3.42066200E+00,+1.613886E-03,289.78,278.78,289.77,
48.44288444519043,+3.42065300E+00,+1.613897E-03,289.78,278.78,289.77,
49.08110570907593,+3.42065600E+00,+1.613895E-03,289.78,278.78,289.76,
49.72918891906738,+3.42064500E+00,+1.613894E-03,289.78,278.78,289.76,
50.36025905609131,+3.42064700E+00,+1.613891E-03,289.78,278.78,289.76,
51.001792907714844,+3.42064500E+00,+1.613879E-03,289.78,278.78,289.76,
51.643272161483765,+3.42063000E+00,+1.613884E-03,289.78,278.78,289.76,
52.681740522384644,+3.42062100E+00,+1.613882E-03,289.77,278.78,289.76,
53.70367765426636,+3.42061500E+00,+1.613878E-03,289.77,278.77,289.76,
54.73123097419739,+3.42061500E+00,+1.613877E-03,289.77,278.77,289.76,
55.3636429309845,+3.42061300E+00,+1.613875E-03,289.77,278.77,289.75,
56.003058433532715,+3.42059500E+00,+1.613862E-03,289.77,278.77,289.75,
56.64476037025452,+3.42059800E+00,+1.613872E-03,289.77,278.77,289.75,
57.28451108932495,+3.42059200E+00,+1.613869E-03,289.77,278.77,289.75,
57.904306173324585,+3.42059500E+00,+1.613876E-03,289.77,278.77,289.75,
58.54535222053528,+3.42058900E+00,+1.613864E-03,289.76,278.77,289.75,
59.185333251953125,+3.42058600E+00,+1.613864E-03,289.76,278.77,289.75,
59.83335518836975,+3.42058300E+00,+1.613861E-03,289.76,278.77,289.75,
60.465641021728516,+3.42058300E+00,+1.613859E-03,289.76,278.77,289.75,
61.08634400367737,+3.42057200E+00,+1.613856E-03,289.76,278.77,289.74,
61.73221707344055,+3.42056600E+00,+1.613856E-03,289.76,278.77,289.74,
62.36738133430481,+3.42056000E+00,+1.613854E-03,289.76,278.77,289.74,
63.00605368614197,+3.42056000E+00,+1.613851E-03,289.76,278.77,289.74,
63.63335037231445,+3.42055400E+00,+1.613839E-03,289.76,278.77,289.74,
64.2460777759552,+3.42054900E+00,+1.613845E-03,289.75,278.77,289.74,
64.8857946395874,+3.42054300E+00,+1.613845E-03,289.75,278.77,289.74,
65.50595831871033,+3.42054300E+00,+1.613844E-03,289.75,278.77,289.74,
66.13204050064087,+3.42054300E+00,+1.613851E-03,289.75,278.77,289.74,
66.7458872795105,+3.42054300E+00,+1.613840E-03,289.75,278.77,289.74,
67.36714220046997,+3.42052500E+00,+1.613837E-03,289.75,278.77,289.73,
68.0066568851471,+3.42052800E+00,+1.613826E-03,289.75,278.77,289.73,
68.64776039123535,+3.42052200E+00,+1.613831E-03,289.75,278.77,289.73,
69.26782965660095,+3.42052200E+00,+1.613830E-03,289.75,278.77,289.73,
69.8871557712555,+3.42051400E+00,+1.613829E-03,289.74,278.77,289.73,
70.50767827033997,+3.42051100E+00,+1.613826E-03,289.74,278.77,289.73,
71.133291721344,+3.42050800E+00,+1.613835E-03,289.74,278.77,289.73,
71.74757957458496,+3.42050500E+00,+1.613822E-03,289.74,278.77,289.73,
72.36829900741577,+3.42050200E+00,+1.613820E-03,289.74,278.77,289.73,
72.98844814300537,+3.42049300E+00,+1.613817E-03,289.74,278.77,289.73,
73.6087589263916,+3.42048700E+00,+1.613816E-03,289.74,278.77,289.72,
74.23337125778198,+3.42048200E+00,+1.613804E-03,289.74,278.77,289.72,
74.84988260269165,+3.42048500E+00,+1.613810E-03,289.74,278.77,289.72,
75.469975233078,+3.42048200E+00,+1.613810E-03,289.74,278.77,289.72,
76.08988833427429,+3.42048200E+00,+1.613808E-03,289.73,278.77,289.72,
76.70931243896484,+3.42047300E+00,+1.613805E-03,289.73,278.76,289.72,
77.33371448516846,+3.42046400E+00,+1.613814E-03,289.73,278.76,289.72,
77.95128607749939,+3.42046100E+00,+1.613804E-03,289.73,278.76,289.72,
78.57115578651428,+3.42045800E+00,+1.613801E-03,289.73,278.76,289.72,
79.19169592857361,+3.42046100E+00,+1.613799E-03,289.73,278.76,289.71,
79.81186056137085,+3.42045000E+00,+1.613787E-03,289.73,278.76,289.71,
80.45284152030945,+3.42044400E+00,+1.613794E-03,289.73,278.76,289.71,
81.07327008247375,+3.42043800E+00,+1.613793E-03,289.73,278.76,289.71,
81.69277048110962,+3.42043500E+00,+1.613790E-03,289.73,278.76,289.71,
82.32366609573364,+3.42043800E+00,+1.613798E-03,289.72,278.76,289.71,
82.95373940467834,+3.42042900E+00,+1.613785E-03,289.72,278.76,289.71,
83.57502293586731,+3.42042300E+00,+1.613782E-03,289.72,278.76,289.71,
84.19525337219238,+3.42042900E+00,+1.613781E-03,289.72,278.76,289.71,
84.82795786857605,+3.42041800E+00,+1.613771E-03,289.72,278.76,289.71,
85.45564389228821,+3.42041500E+00,+1.613778E-03,289.72,278.76,289.7,
86.0760383605957,+3.42040900E+00,+1.613776E-03,289.72,278.76,289.7,
86.69575762748718,+3.42040300E+00,+1.613775E-03,289.72,278.76,289.7,
87.32598900794983,+3.42040000E+00,+1.613783E-03,289.72,278.76,289.7,
87.9572274684906,+3.42040300E+00,+1.613771E-03,289.72,278.76,289.7,
88.57799124717712,+3.42039400E+00,+1.613769E-03,289.72,278.76,289.7,
89.19739389419556,+3.42039200E+00,+1.613767E-03,289.71,278.76,289.7,
89.83875823020935,+3.42038900E+00,+1.613764E-03,289.71,278.76,289.7,
90.47952389717102,+3.42038600E+00,+1.613762E-03,289.71,278.76,289.7,
91.12824130058289,+3.42037700E+00,+1.613770E-03,289.71,278.76,289.69,
91.7597599029541,+3.42037700E+00,+1.613759E-03,289.71,278.76,289.69,
92.40080714225769,+3.42036000E+00,+1.613756E-03,289.71,278.76,289.69,
93.04080009460449,+3.42036500E+00,+1.613756E-03,289.71,278.76,289.69,
93.68083357810974,+3.42036500E+00,+1.613754E-03,289.71,278.76,289.69,
94.32987976074219,+3.42036000E+00,+1.613761E-03,289.71,278.76,289.69,
94.96186923980713,+3.42035400E+00,+1.613750E-03,289.71,278.76,289.69,
95.60232520103455,+3.42034500E+00,+1.613748E-03,289.7,278.76,289.69,
96.54239225387573,+3.42033600E+00,+1.613754E-03,289.7,278.76,289.69,
97.56253170967102,+3.42032500E+00,+1.613740E-03,289.7,278.75,289.68,
98.58279728889465,+3.42033300E+00,+1.613740E-03,289.7,278.75,289.68,
99.60285782814026,+3.42031900E+00,+1.613733E-03,289.7,278.75,289.68,
100.63437938690186,+3.42031000E+00,+1.613731E-03,289.7,278.75,289.68,
101.64469146728516,+3.42030700E+00,+1.613719E-03,289.69,278.75,289.68,
102.26395153999329,+3.42030400E+00,+1.613726E-03,289.69,278.75,289.68,
102.90366244316101,+3.42030100E+00,+1.613724E-03,289.69,278.75,289.68,
103.54524111747742,+3.42029600E+00,+1.613733E-03,289.69,278.75,289.67,
104.16473197937012,+3.42028400E+00,+1.613719E-03,289.69,278.75,289.67,
104.8049898147583,+3.42029000E+00,+1.613718E-03,289.69,278.75,289.67,
105.4345715045929,+3.42028100E+00,+1.613708E-03,289.69,278.75,289.67,
106.06579971313477,+3.42027800E+00,+1.613717E-03,289.69,278.75,289.67,
106.68464636802673,+3.42027200E+00,+1.613713E-03,289.69,278.75,289.67,
107.30562686920166,+3.42026900E+00,+1.613712E-03,289.69,278.75,289.67,
107.93459630012512,+3.42026400E+00,+1.613710E-03,289.68,278.75,289.67,
108.54585576057434,+3.42026600E+00,+1.613718E-03,289.68,278.75,289.67,
109.16400384902954,+3.42025800E+00,+1.613706E-03,289.68,278.75,289.66,
109.80572581291199,+3.42025800E+00,+1.613704E-03,289.68,278.75,289.66,
110.43661308288574,+3.42025200E+00,+1.613702E-03,289.68,278.75,289.66,
111.04592752456665,+3.42024900E+00,+1.613692E-03,289.68,278.75,289.66,
111.66972851753235,+3.42024000E+00,+1.613699E-03,289.68,278.75,289.66,
112.2867476940155,+3.42023700E+00,+1.613697E-03,289.68,278.75,289.66,
112.90676665306091,+3.42023200E+00,+1.613695E-03,289.68,278.75,289.66,
113.53756046295166,+3.42022900E+00,+1.613694E-03,289.68,278.75,289.66,
114.15015983581543,+3.42022300E+00,+1.613699E-03,289.67,278.75,289.66,
114.76638054847717,+3.42021700E+00,+1.613689E-03,289.67,278.75,289.66,
115.38823699951172,+3.42022000E+00,+1.613687E-03,289.67,278.75,289.65,
116.00851225852966,+3.42021100E+00,+1.613685E-03,289.67,278.75,289.65,
116.63514518737793,+3.42020500E+00,+1.613683E-03,289.67,278.75,289.65,
117.24883127212524,+3.42020500E+00,+1.613671E-03,289.67,278.75,289.65,
117.87186169624329,+3.42019700E+00,+1.613679E-03,289.67,278.75,289.65,
118.49743556976318,+3.42019700E+00,+1.613677E-03,289.67,278.74,289.65,
119.11341261863708,+3.42018800E+00,+1.613676E-03,289.67,278.74,289.65,
119.75217175483704,+3.42019100E+00,+1.613683E-03,289.66,278.74,289.65,
120.37091064453125,+3.42018800E+00,+1.613672E-03,289.66,278.74,289.65,
120.99132037162781,+3.42017900E+00,+1.613669E-03,289.66,278.74,289.65,
121.6115517616272,+3.42018200E+00,+1.613668E-03,289.66,278.74,289.64,
122.25409626960754,+3.42017300E+00,+1.613666E-03,289.66,278.74,289.64,
123.051598072052,+3.42016500E+00,+1.613653E-03,289.66,278.74,289.64,
124.07186245918274,+3.42016200E+00,+1.613659E-03,289.66,278.74,289.64,
125.0922474861145,+3.42015600E+00,+1.613657E-03,289.66,278.74,289.64,
125.71249794960022,+3.42015000E+00,+1.613655E-03,289.65,278.74,289.64,
126.3526258468628,+3.42014700E+00,+1.613664E-03,289.65,278.74,289.64,
126.97258043289185,+3.42014400E+00,+1.613652E-03,289.65,278.74,289.64,
127.59307718276978,+3.42013900E+00,+1.613650E-03,289.65,278.74,289.63,
128.21262049674988,+3.42013000E+00,+1.613649E-03,289.65,278.74,289.63,
128.8534700870514,+3.42013000E+00,+1.613636E-03,289.65,278.74,289.63,
129.47352743148804,+3.42012400E+00,+1.613644E-03,289.65,278.74,289.63,
130.09245109558105,+3.42012100E+00,+1.613642E-03,289.65,278.74,289.63,
130.71269035339355,+3.42011500E+00,+1.613641E-03,289.65,278.74,289.63,
131.35322093963623,+3.42011500E+00,+1.613647E-03,289.64,278.74,289.63,
131.97375655174255,+3.42010900E+00,+1.613636E-03,289.64,278.74,289.63,
132.59376692771912,+3.42010700E+00,+1.613635E-03,289.64,278.74,289.63,
133.21375679969788,+3.42010400E+00,+1.613633E-03,289.64,278.74,289.62,
133.8534128665924,+3.42009800E+00,+1.613622E-03,289.64,278.74,289.62,
134.4742112159729,+3.42009200E+00,+1.613630E-03,289.64,278.74,289.62,
135.0943193435669,+3.42009500E+00,+1.613628E-03,289.64,278.74,289.62,
135.72840452194214,+3.42008600E+00,+1.613626E-03,289.64,278.74,289.62,
136.35638117790222,+3.42008000E+00,+1.613633E-03,289.64,278.74,289.62,
136.9736123085022,+3.42007700E+00,+1.613622E-03,289.63,278.74,289.62,
137.59349608421326,+3.42007500E+00,+1.613620E-03,289.63,278.74,289.62,
138.2141649723053,+3.42007200E+00,+1.613618E-03,289.63,278.74,289.62,
138.85366439819336,+3.42006000E+00,+1.613607E-03,289.63,278.73,289.62,
139.49648761749268,+3.42006300E+00,+1.613615E-03,289.63,278.73,289.61,
140.11359214782715,+3.42005700E+00,+1.613612E-03,289.63,278.73,289.61,
140.7574486732483,+3.42004800E+00,+1.613610E-03,289.63,278.73,289.61,
141.39882397651672,+3.42004500E+00,+1.613609E-03,289.63,278.73,289.61,
142.03656196594238,+3.42004000E+00,+1.613606E-03,289.63,278.73,289.61,
142.6540129184723,+3.42003700E+00,+1.613596E-03,289.62,278.73,289.61,
143.27649998664856,+3.42003700E+00,+1.613601E-03,289.62,278.73,289.61,
143.89479660987854,+3.42002800E+00,+1.613599E-03,289.62,278.73,289.61,
144.527978181839,+3.42002500E+00,+1.613598E-03,289.62,278.73,289.61,
145.1563630104065,+3.42003100E+00,+1.613605E-03,289.62,278.73,289.6,
145.77563619613647,+3.42002500E+00,+1.613594E-03,289.62,278.73,289.6,
146.39757084846497,+3.42001600E+00,+1.613593E-03,289.62,278.73,289.6,
147.04039525985718,+3.42000800E+00,+1.613582E-03,289.62,278.73,289.6,
147.67746019363403,+3.42001100E+00,+1.613588E-03,289.62,278.73,289.6,
148.32487535476685,+3.41999600E+00,+1.613586E-03,289.61,278.73,289.6,
148.95704197883606,+3.41999900E+00,+1.613585E-03,289.61,278.73,289.6,
149.62512278556824,+3.41999600E+00,+1.613582E-03,289.61,278.73,289.6,
150.25710248947144,+3.41999000E+00,+1.613573E-03,289.61,278.73,289.6,
150.87699818611145,+3.41998400E+00,+1.613575E-03,289.61,278.73,289.6,
151.49778723716736,+3.41998700E+00,+1.613576E-03,289.61,278.73,289.59,
152.13721013069153,+3.41997600E+00,+1.613579E-03,289.61,278.73,289.59,
152.77777433395386,+3.41997900E+00,+1.613573E-03,289.61,278.73,289.59,
153.42714142799377,+3.41997000E+00,+1.613571E-03,289.61,278.73,289.59,
154.05758380889893,+3.41996700E+00,+1.613568E-03,289.6,278.73,289.59,
154.72549271583557,+3.41996100E+00,+1.613565E-03,289.6,278.73,289.59,
155.3577253818512,+3.41995200E+00,+1.613573E-03,289.6,278.73,289.59,
155.99781465530396,+3.41995500E+00,+1.613562E-03,289.6,278.73,289.59,
156.6396200656891,+3.41995200E+00,+1.613560E-03,289.6,278.73,289.59,
157.27824807167053,+3.41994700E+00,+1.613558E-03,289.6,278.72,289.58,
157.92537021636963,+3.41994100E+00,+1.613557E-03,289.6,278.72,289.58,
158.55871486663818,+3.41994400E+00,+1.613566E-03,289.6,278.72,289.58,
159.1986789703369,+3.41992900E+00,+1.613553E-03,289.6,278.72,289.58,
159.83979964256287,+3.41992900E+00,+1.613551E-03,289.6,278.72,289.58,
160.47815871238708,+3.41992300E+00,+1.613548E-03,289.59,278.72,289.58,
161.12543845176697,+3.41991200E+00,+1.613547E-03,289.59,278.72,289.58,
161.75822734832764,+3.41991500E+00,+1.613556E-03,289.59,278.72,289.58,
162.39836883544922,+3.41990600E+00,+1.613543E-03,289.59,278.72,289.58,
163.03969740867615,+3.41990600E+00,+1.613542E-03,289.59,278.72,289.57,
163.67838978767395,+3.41990900E+00,+1.613538E-03,289.59,278.72,289.57,
164.3258340358734,+3.41990000E+00,+1.613537E-03,289.59,278.72,289.57,
164.95754170417786,+3.41989400E+00,+1.613546E-03,289.59,278.72,289.57,
165.59879684448242,+3.41989100E+00,+1.613533E-03,289.59,278.72,289.57,
166.24042654037476,+3.41988600E+00,+1.613531E-03,289.58,278.72,289.57,
166.88253355026245,+3.41988000E+00,+1.613528E-03,289.58,278.72,289.57,
167.5281081199646,+3.41987700E+00,+1.613526E-03,289.58,278.72,289.57,
168.15815925598145,+3.41987700E+00,+1.613536E-03,289.58,278.72,289.57,
168.7999086380005,+3.41986800E+00,+1.613523E-03,289.58,278.72,289.57,
169.44031977653503,+3.41986200E+00,+1.613521E-03,289.58,278.72,289.56,
170.05976104736328,+3.41986500E+00,+1.613506E-03,289.58,278.72,289.56,
170.69947028160095,+3.41986200E+00,+1.613516E-03,289.58,278.72,289.56,
171.3405511379242,+3.41985400E+00,+1.613515E-03,289.58,278.72,289.56,
171.9809329509735,+3.41985100E+00,+1.613514E-03,289.58,278.72,289.56,
172.63086795806885,+3.41984200E+00,+1.613511E-03,289.57,278.72,289.56,
173.2599151134491,+3.41983900E+00,+1.613499E-03,289.57,278.72,289.56,
173.90176939964294,+3.41982700E+00,+1.613507E-03,289.57,278.72,289.56,
174.5438289642334,+3.41983000E+00,+1.613505E-03,289.57,278.72,289.56,
175.18016004562378,+3.41982700E+00,+1.613503E-03,289.57,278.71,289.55,
175.82986545562744,+3.41981900E+00,+1.613501E-03,289.57,278.71,289.55,
176.4629247188568,+3.41981900E+00,+1.613490E-03,289.57,278.71,289.55,
177.10060095787048,+3.41981300E+00,+1.613497E-03,289.57,278.71,289.55,
178.14371180534363,+3.41981900E+00,+1.613494E-03,289.57,278.71,289.55,
178.7636353969574,+3.41981000E+00,+1.613503E-03,289.57,278.71,289.55,
179.40084195137024,+3.41980400E+00,+1.613491E-03,289.56,278.71,289.55,
180.04427242279053,+3.41979500E+00,+1.613490E-03,289.56,278.71,289.55,
180.68237829208374,+3.41979200E+00,+1.613487E-03,289.56,278.71,289.55,
181.3305904865265,+3.41979200E+00,+1.613485E-03,289.56,278.71,289.54,
181.96337151527405,+3.41978400E+00,+1.613492E-03,289.56,278.71,289.54,
182.60320782661438,+3.41978100E+00,+1.613480E-03,289.56,278.71,289.54,
183.23137307167053,+3.41977200E+00,+1.613478E-03,289.56,278.71,289.54,
183.8628215789795,+3.41977200E+00,+1.613468E-03,289.56,278.71,289.54,
184.5036792755127,+3.41976900E+00,+1.613474E-03,289.56,278.71,289.54,
185.14444780349731,+3.41976000E+00,+1.613473E-03,289.55,278.71,289.54,
185.78285884857178,+3.41976600E+00,+1.613482E-03,289.55,278.71,289.54,
186.40481162071228,+3.41975500E+00,+1.613470E-03,289.55,278.71,289.54,
187.0355784893036,+3.41975200E+00,+1.613467E-03,289.55,278.71,289.53,
187.64645266532898,+3.41975200E+00,+1.613466E-03,289.55,278.71,289.53,
188.2648103237152,+3.41974300E+00,+1.613464E-03,289.55,278.71,289.53,
188.96466541290283,+3.41973700E+00,+1.613461E-03,289.55,278.71,289.53,
189.58551621437073,+3.41973400E+00,+1.613461E-03,289.55,278.71,289.53,
190.26721906661987,+3.41973100E+00,+1.613457E-03,289.55,278.71,289.53,
190.88610005378723,+3.41972600E+00,+1.613446E-03,289.55,278.71,289.53,
191.50687170028687,+3.41972000E+00,+1.613454E-03,289.54,278.71,289.53,
