time [s],voltage [V],current [A],temperature_A [K],temperature_B [K],setpoint [K]
15.610844612121582,+3.38686500E+00,+1.597923E-03,279.71,270.31,279.7,";
"
16.25014901161194,+3.38686500E+00,+1.597930E-03,279.71,270.3,279.7,";
"
16.899428606033325,+3.38686200E+00,+1.597930E-03,279.71,270.3,279.7,";
"
17.530524015426636,+3.38686000E+00,+1.597930E-03,279.71,270.3,279.69,";
"
18.171072244644165,+3.38685100E+00,+1.597927E-03,279.71,270.3,279.69,";
"
18.810901403427124,+3.38685700E+00,+1.597916E-03,279.71,270.3,279.69,";
"
19.45047163963318,+3.38685100E+00,+1.597924E-03,279.7,270.3,279.69,";
"
20.099637985229492,+3.38684500E+00,+1.597922E-03,279.7,270.3,279.69,";
"
20.73155403137207,+3.38685400E+00,+1.597922E-03,279.7,270.3,279.69,";
"
21.371622562408447,+3.38683600E+00,+1.597919E-03,279.7,270.3,279.69,";
"
22.011601448059082,+3.38683300E+00,+1.597910E-03,279.7,270.3,279.69,";
"
22.651545524597168,+3.38683600E+00,+1.597918E-03,279.7,270.29,279.69,";
"
23.29973554611206,+3.38682800E+00,+1.597916E-03,279.7,270.29,279.68,";
"
23.931992053985596,+3.38682500E+00,+1.597917E-03,279.7,270.29,279.68,";
"
24.571529865264893,+3.38682500E+00,+1.597912E-03,279.7,270.29,279.68,";
"
25.211896657943726,+3.38681900E+00,+1.597902E-03,279.7,270.29,279.68,";
"
25.853034257888794,+3.38681900E+00,+1.597911E-03,279.69,270.29,279.68,";
"
26.50044894218445,+3.38681900E+00,+1.597909E-03,279.69,270.29,279.68,";
"
27.132725715637207,+3.38681000E+00,+1.597911E-03,279.69,270.29,279.68,";
"
27.77295684814453,+3.38681300E+00,+1.597906E-03,279.69,270.29,279.68,";
"
28.41326355934143,+3.38680400E+00,+1.597897E-03,279.69,270.29,279.68,";
"
29.05355477333069,+3.38681000E+00,+1.597903E-03,279.69,270.29,279.68,";
"
29.702967405319214,+3.38680100E+00,+1.597902E-03,279.69,270.28,279.67,";
"
30.333687782287598,+3.38679800E+00,+1.597904E-03,279.69,270.28,279.67,";
"
30.973674774169922,+3.38679800E+00,+1.597898E-03,279.69,270.28,279.67,";
"
31.613524913787842,+3.38679600E+00,+1.597891E-03,279.68,270.28,279.67,";
"
32.25365090370178,+3.38679000E+00,+1.597896E-03,279.68,270.28,279.67,";
"
32.904537200927734,+3.38678400E+00,+1.597893E-03,279.68,270.28,279.67,";
"
33.5347375869751,+3.38678400E+00,+1.597899E-03,279.68,270.28,279.67,";
"
34.174686431884766,+3.38678100E+00,+1.597892E-03,279.68,270.28,279.67,";
"
34.814148902893066,+3.38678100E+00,+1.597887E-03,279.68,270.28,279.67,";
"
35.4558744430542,+3.38677500E+00,+1.597888E-03,279.68,270.27,279.66,";
"
36.104108810424805,+3.38676900E+00,+1.597887E-03,279.68,270.27,279.66,";
"
36.73532009124756,+3.38676900E+00,+1.597895E-03,279.68,270.27,279.66,";
"
37.37592792510986,+3.38676900E+00,+1.597884E-03,279.67,270.27,279.66,";
"
38.0157356262207,+3.38676400E+00,+1.597884E-03,279.67,270.27,279.66,";
"
38.6560218334198,+3.38676100E+00,+1.597882E-03,279.67,270.27,279.66,";
"
39.30469727516174,+3.38675500E+00,+1.597879E-03,279.67,270.27,279.66,";
"
39.936169385910034,+3.38675200E+00,+1.597888E-03,279.67,270.27,279.66,";
"
40.57576274871826,+3.38674600E+00,+1.597878E-03,279.67,270.27,279.66,";
"
41.216532707214355,+3.38674900E+00,+1.597875E-03,279.67,270.27,279.66,";
"
41.85576248168945,+3.38674900E+00,+1.597874E-03,279.67,270.27,279.65,";
"
42.50424289703369,+3.38674000E+00,+1.597872E-03,279.67,270.26,279.65,";
"
43.13685989379883,+3.38673700E+00,+1.597870E-03,279.66,270.26,279.65,";
"
43.804221391677856,+3.38673400E+00,+1.597870E-03,279.66,270.26,279.65,";
"
44.43620538711548,+3.38673200E+00,+1.597858E-03,279.66,270.26,279.65,";
"
45.07641816139221,+3.38673200E+00,+1.597867E-03,279.66,270.26,279.65,";
"
45.716634035110474,+3.38673200E+00,+1.597864E-03,279.66,270.26,279.65,";
"
46.35771465301514,+3.38672000E+00,+1.597864E-03,279.66,270.26,279.65,";
"
47.007344245910645,+3.38672000E+00,+1.597863E-03,279.66,270.26,279.65,";
"
47.63640069961548,+3.38671700E+00,+1.597851E-03,279.66,270.26,279.64,";
"
48.277299880981445,+3.38671100E+00,+1.597859E-03,279.65,270.26,279.64,";
"
48.917476177215576,+3.38671100E+00,+1.597858E-03,279.65,270.25,279.64,";
"
49.55686140060425,+3.38670800E+00,+1.597856E-03,279.65,270.25,279.64,";
"
50.20480442047119,+3.38670500E+00,+1.597856E-03,279.65,270.25,279.64,";
"
50.83730459213257,+3.38670000E+00,+1.597844E-03,279.65,270.25,279.64,";
"
51.47792935371399,+3.38670000E+00,+1.597853E-03,279.65,270.25,279.64,";
"
52.117772579193115,+3.38669400E+00,+1.597853E-03,279.65,270.25,279.64,";
"
52.75837564468384,+3.38668800E+00,+1.597850E-03,279.65,270.25,279.64,";
"
53.40666055679321,+3.38669100E+00,+1.597850E-03,279.65,270.25,279.63,";
"
54.03861880302429,+3.38668500E+00,+1.597848E-03,279.64,270.25,279.63,";
"
54.65911388397217,+3.38667900E+00,+1.597836E-03,279.64,270.25,279.63,";
"
55.278042793273926,+3.38668200E+00,+1.597847E-03,279.64,270.24,279.63,";
"
55.94086694717407,+3.38668200E+00,+1.597845E-03,279.64,270.24,279.63,";
"
56.5591037273407,+3.38667100E+00,+1.597853E-03,279.64,270.24,279.63,";
"
57.17926383018494,+3.38666800E+00,+1.597840E-03,279.64,270.24,279.63,";
"
57.81936693191528,+3.38666800E+00,+1.597840E-03,279.64,270.24,279.63,";
"
58.43970036506653,+3.38666200E+00,+1.597828E-03,279.64,270.24,279.63,";
"
59.07992434501648,+3.38665900E+00,+1.597836E-03,279.64,270.24,279.63,";
"
59.70910930633545,+3.38665900E+00,+1.597835E-03,279.63,270.24,279.62,";
"
60.33990478515625,+3.38665600E+00,+1.597834E-03,279.63,270.24,279.62,";
"
