time [s],voltage [V1,current [...],temperature_A [K],temperature_B [K],setpoint [K]
17.511873483657837,+2.33374900E-0,+77.2579E-06,214.97,224.04,214.97
18.085463047027588,+2.33268200E-0,+77.2227E-06,214.97,224.04,214.97
18.685674905776978,+2.33168100E-0,+77.1883E-06,214.97,224.04,214.97
19.30599331855774,+2.33059900E-0,+77.1556E-06,214.97,224.04,214.97
19.868600368499756,+2.32957800E-0,+77.1248E-06,214.97,224.04,214.97
20.44526720046997,+2.32855400E-0,+77.0865E-06,214.97,224.03,214.96
21.03868842124939,+2.32751800E-0,+77.0526E-06,214.97,224.03,214.96
21.606358766555786,+2.32649100E-0,+77.0186E-06,214.97,224.03,214.96
22.18569016456604,+2.32548400E-0,+76.9836E-06,214.97,224.03,214.96
22.76583218574524,+2.32446900E-0,+76.9473E-06,214.97,224.03,214.96
23.368497133255005,+2.32341300E-0,+76.9127E-06,214.97,224.02,214.96
23.94680881500244,+2.32241200E-0,+76.8827E-06,214.97,224.02,214.96
24.535763263702393,+2.32140000E-0,+76.8500E-06,214.97,224.02,214.96
25.10658288002014,+2.32039100E-0,+76.8162E-06,214.97,224.02,214.96
25.686790466308594,+2.31936700E-0,+76.7854E-06,214.97,224.02,214.96
26.266740560531616,+2.31836000E-0,+76.7508E-06,214.97,224.02,214.96
26.845924854278564,+2.31735100E-0,+76.7159E-06,214.97,224.01,214.95
27.43558931350708,+2.31633800E-0,+76.6825E-06,214.97,224.01,214.95
28.006999731063843,+2.31533500E-0,+76.6493E-06,214.96,224.01,214.95
28.586658000946045,+2.31434000E-0,+76.6108E-06,214.96,224.01,214.95
29.166893482208252,+2.31333300E-0,+76.5827E-06,214.96,224.01,214.95
29.745732069015503,+2.31236400E-0,+76.5504E-06,214.96,224.0,214.95
30.305428743362427,+2.31137800E-0,+76.5233E-06,214.96,224.0,214.95
30.866059064865112,+2.31038000E-0,+76.4846E-06,214.96,224.0,214.95
31.446117162704468,+2.30936800E-0,+76.4510E-06,214.96,224.0,214.95
32.03493046760559,+2.30835300E-0,+76.4175E-06,214.96,224.0,214.95
32.606927156448364,+2.30734300E-0,+76.3843E-06,214.96,224.0,214.94
33.18736910820007,+2.30634500E-0,+76.3461E-06,214.96,223.99,214.94
33.766881704330444,+2.30533300E-0,+76.3181E-06,214.96,223.99,214.94
34.34734034538269,+2.30433200E-0,+76.2846E-06,214.96,223.99,214.94
34.93619394302368,+2.30332300E-0,+76.2514E-06,214.96,223.99,214.94
35.50652241706848,+2.30232500E-0,+76.2174E-06,214.95,223.99,214.94
36.08744716644287,+2.30131000E-0,+76.1905E-06,214.95,223.99,214.94
36.666674852371216,+2.30031800E-0,+76.1521E-06,214.95,223.98,214.94
37.246756076812744,+2.29932900E-0,+76.1188E-06,214.95,223.98,214.94
37.83570075035095,+2.29831600E-0,+76.0855E-06,214.95,223.98,214.94
38.406668186187744,+2.29733000E-0,+76.0528E-06,214.95,223.98,214.93
38.98681044578552,+2.29633800E-0,+76.0155E-06,214.95,223.98,214.93
39.567755460739136,+2.29535800E-0,+75.9878E-06,214.95,223.98,214.93
40.14756369590759,+2.29437700E-0,+75.9551E-06,214.95,223.98,214.93
40.73680377006531,+2.29339100E-0,+75.9227E-06,214.95,223.97,214.93
41.307963132858276,+2.29241400E-0,+75.8898E-06,214.94,223.97,214.93
41.88775014877319,+2.29142400E-0,+75.8623E-06,214.94,223.97,214.93
42.467978954315186,+2.29044100E-0,+75.8245E-06,214.94,223.97,214.93
43.046775341033936,+2.28946100E-0,+75.7927E-06,214.94,223.97,214.93
43.63524341583252,+2.28846600E-0,+75.7602E-06,214.94,223.97,214.93
44.20763039588928,+2.28748000E-0,+75.7277E-06,214.94,223.97,214.93
44.78728365898132,+2.28651700E-0,+75.6901E-06,214.94,223.96,214.92
45.367733001708984,+2.28553300E-0,+75.6627E-06,214.94,223.96,214.92
45.94821524620056,+2.28456500E-0,+75.6303E-06,214.94,223.96,214.92
46.53635859489441,+2.28360200E-0,+75.5980E-06,214.93,223.96,214.92
47.10736966133118,+2.28260700E-0,+75.5655E-06,214.93,223.96,214.92
47.68675780296326,+2.28162100E-0,+75.5385E-06,214.93,223.95,214.92
48.26664853096008,+2.28064600E-0,+75.5002E-06,214.93,223.95,214.92
48.84712481498718,+2.27966000E-0,+75.4683E-06,214.93,223.95,214.92
49.435688734054565,+2.27868000E-0,+75.4352E-06,214.93,223.95,214.92
50.00677990913391,+2.27768800E-0,+75.4028E-06,214.93,223.95,214.92
50.58775544166565,+2.27671600E-0,+75.3657E-06,214.93,223.94,214.91
51.16663908958435,+2.27573800E-0,+75.3380E-06,214.93,223.94,214.91
51.74660778045654,+2.27472300E-0,+75.3045E-06,214.93,223.94,214.91
52.346967458724976,+2.27374300E-0,+75.2724E-06,214.92,223.94,214.91
52.93575358390808,+2.27276800E-0,+75.2397E-06,214.92,223.94,214.91
53.507044553756714,+2.27178500E-0,+75.2073E-06,214.92,223.94,214.91
54.08677291870117,+2.27080700E-0,+75.1806E-06,214.92,223.93,214.91
54.66593050956726,+2.26983600E-0,+75.1428E-06,214.92,223.93,214.91
55.246143102645874,+2.26884700E-0,+75.1104E-06,214.92,223.93,214.91
55.825753688812256,+2.26786900E-0,+75.0788E-06,214.92,223.93,214.91
56.40592932701111,+2.26691200E-0,+75.0461E-06,214.92,223.93,214.9
56.98562979698181,+2.26593800E-0,+75.0095E-06,214.92,223.93,214.9
57.56617975234985,+2.26496300E-0,+74.9823E-06,214.92,223.93,214.9
58.14724659919739,+2.26401500E-0,+74.9499E-06,214.91,223.92,214.9
58.72589659690857,+2.26305500E-0,+74.9185E-06,214.91,223.92,214.9
59.305516719818115,+2.26207100E-0,+74.8862E-06,214.91,223.92,214.9
59.88561773300171,+2.26109400E-0,+74.8591E-06,214.91,223.92,214.9
60.46593141555786,+2.26013400E-0,+74.8216E-06,214.91,223.92,214.9
61.046111822128296,+2.25915900E-0,+74.7900E-06,214.91,223.92,214.9
61.62425518035889,+2.25818500E-0,+74.7579E-06,214.91,223.91,214.9
62.20475172996521,+2.25726300E-0,+74.7219E-06,214.91,223.91,214.9
62.76492357254028,+2.25633500E-0,+74.6961E-06,214.91,223.91,214.89
63.324054479599,+2.25537700E-0,+74.6643E-06,214.91,223.91,214.89
63.90261483192444,+2.25442600E-0,+74.6379E-06,214.9,223.91,214.89
64.46362972259521,+2.25348400E-0,+74.6019E-06,214.9,223.9,214.89
65.02376508712769,+2.25251800E-0,+74.5708E-06,214.9,223.9,214.89
65.60343265533447,+2.25160700E-0,+74.5361E-06,214.9,223.9,214.89
66.20208930969238,+2.25060900E-0,+74.5035E-06,214.9,223.9,214.89
66.76170825958252,+2.24968400E-0,+74.4762E-06,214.9,223.9,214.89
67.32517123222351,+2.24872700E-0,+74.4441E-06,214.9,223.9,214.89
67.90341854095459,+2.24778200E-0,+74.4131E-06,214.9,223.89,214.89
68.46311163902283,+2.24585600E-0,+74.3499E-06,214.9,223.89,214.88
69.64570593833923,+2.24418300E-0,+74.2948E-06,214.89,223.89,214.88
70.66227769851685,+2.24251000E-0,+74.2438E-06,214.89,223.88,214.88
71.6814112663269,+2.24083800E-0,+74.1836E-06,214.89,223.88,214.88
72.70116639137268,+2.23915300E-0,+74.1268E-06,214.89,223.88,214.88
73.72066402435303,+2.23745400E-0,+74.0713E-06,214.89,223.88,214.88
74.74661564826965,+2.23576100E-0,+74.0155E-06,214.88,223.87,214.87
75.76067662239075,+2.23407400E-0,+73.9544E-06,214.88,223.87,214.87
76.78068804740906,+2.23312800E-0,+73.9282E-06,214.88,223.87,214.87
77.34535837173462,+2.23216000E-0,+73.8960E-06,214.88,223.87,214.87
77.91997408866882,+2.23121700E-0,+73.8711E-06,214.88,223.87,214.87
78.47861194610596,+2.23027700E-0,+73.8336E-06,214.88,223.87,214.87
79.04528737068176,+2.22930000E-0,+73.8017E-06,214.88,223.86,214.87
79.6193482875824,+2.22838400E-0,+73.7661E-06,214.88,223.86,214.87
80.18038821220398,+2.22743800E-0,+73.7401E-06,214.87,223.86,214.87
80.74676752090454,+2.22647800E-0,+73.7085E-06,214.87,223.86,214.86
81.31970310211182,+2.22553600E-0,+73.6828E-06,214.87,223.86,214.86
81.87880420684814,+2.22461000E-0,+73.6466E-06,214.87,223.86,214.86
82.44599723815918,+2.22363900E-0,+73.6150E-06,214.87,223.85,214.86
83.0177390575409,+2.22272000E-0,+73.5799E-06,214.87,223.85,214.86
83.57745146751404,+2.22179200E-0,+73.5536E-06,214.87,223.85,214.86
84.14669036865234,+2.22084900E-0,+73.5223E-06,214.87,223.85,214.86
84.71544671058655,+2.21990900E-0,+73.4963E-06,214.87,223.85,214.86
85.27667927742004,+2.21899000E-0,+73.4606E-06,214.86,223.85,214.86
85.84377217292786,+2.21803300E-0,+73.4293E-06,214.86,223.85,214.86
86.4152135848999,+2.21710200E-0,+73.3940E-06,214.86,223.84,214.86
86.97675442695618,+2.21618600E-0,+73.3691E-06,214.86,223.84,214.85
87.54569602012634,+2.21526300E-0,+73.3377E-06,214.86,223.84,214.85
88.11620950698853,+2.21434100E-0,+73.3051E-06,214.86,223.84,214.85
88.69569611549377,+2.21339600E-0,+73.2767E-06,214.86,223.84,214.85
89.25523066520691,+2.21247900E-0,+73.2463E-06,214.86,223.84,214.85
89.8153645992279,+2.21159500E-0,+73.2117E-06,214.86,223.84,214.85
90.37473392486572,+2.21067600E-0,+73.1870E-06,214.86,223.83,214.85
90.94306659698486,+2.20978600E-0,+73.1574E-06,214.85,223.83,214.85
91.4937813282013,+2.20887200E-0,+73.1263E-06,214.85,223.83,214.85
92.05392813682556,+2.20795600E-0,+73.0962E-06,214.85,223.83,214.85
92.61451888084412,+2.20705700E-0,+73.0628E-06,214.85,223.83,214.84
93.17408776283264,+2.20615200E-0,+73.0366E-06,214.85,223.82,214.84
93.7432770729065,+2.20525000E-0,+73.0096E-06,214.85,223.82,214.84
94.29395294189453,+2.20434300E-0,+72.9766E-06,214.85,223.82,214.84
94.85361504554749,+2.20342300E-0,+72.9462E-06,214.85,223.82,214.84
95.4138674736023,+2.20252100E-0,+72.9166E-06,214.85,223.82,214.84
95.97392582893372,+2.20162300E-0,+72.8868E-06,214.85,223.82,214.84
96.54319071769714,+2.20072400E-0,+72.8617E-06,214.84,223.81,214.84
97.09315037727356,+2.19980700E-0,+72.8247E-06,214.84,223.81,214.84
97.67220306396484,+2.19887100E-0,+72.7963E-06,214.84,223.81,214.84
98.24470782279968,+2.19792800E-0,+72.7652E-06,214.84,223.81,214.84
98.81233477592468,+2.19704100E-0,+72.7355E-06,214.84,223.81,214.83
99.37282967567444,+2.19614800E-0,+72.7063E-06,214.84,223.81,214.83
99.94210743904114,+2.19526600E-0,+72.6816E-06,214.84,223.8,214.83
100.49270343780518,+2.19436400E-0,+72.6468E-06,214.84,223.8,214.83
101.05232429504395,+2.19346200E-0,+72.6174E-06,214.84,223.8,214.83
101.61226081848145,+2.19258700E-0,+72.5878E-06,214.84,223.8,214.83
102.16971111297607,+2.19169700E-0,+72.5588E-06,214.84,223.8,214.83
102.73954725265503,+2.19080400E-0,+72.5259E-06,214.84,223.8,214.83
103.31111145019531,+2.18987000E-0,+72.4983E-06,214.83,223.79,214.83
103.87084007263184,+2.18898800E-0,+72.4659E-06,214.83,223.79,214.83
104.45189571380615,+2.18806000E-0,+72.4351E-06,214.83,223.79,214.82
105.03972291946411,+2.18715300E-0,+72.4052E-06,214.83,223.79,214.82
105.61050271987915,+2.18623900E-0,+72.3698E-06,214.83,223.79,214.82
106.19077587127686,+2.18532600E-0,+72.3447E-06,214.83,223.79,214.82
106.77107381820679,+2.18441200E-0,+72.3144E-06,214.83,223.79,214.82
107.35250425338745,+2.18350700E-0,+72.2847E-06,214.83,223.78,214.82
107.9435830116272,+2.18258800E-0,+72.2543E-06,214.83,223.78,214.82
108.51075267791748,+2.18168900E-0,+72.2301E-06,214.83,223.78,214.82
109.09055638313293,+2.18078500E-0,+72.1945E-06,214.83,223.78,214.82
109.67102909088135,+2.17986500E-0,+72.1640E-06,214.83,223.78,214.82
110.24949717521667,+2.17895800E-0,+72.1343E-06,214.83,223.78,214.82
110.83831000328064,+2.17805900E-0,+72.1045E-06,214.83,223.77,214.81
111.40961956977844,+2.17715700E-0,+72.0691E-06,214.82,223.77,214.81
111.98976707458496,+2.17623500E-0,+72.0439E-06,214.82,223.77,214.81
112.56909894943237,+2.17533300E-0,+72.0138E-06,214.82,223.77,214.81
113.15009760856628,+2.17442800E-0,+71.9839E-06,214.82,223.77,214.81
113.73884844779968,+2.17352000E-0,+71.9540E-06,214.82,223.76,214.81
114.30794143676758,+2.17260400E-0,+71.9289E-06,214.82,223.76,214.81
114.88842749595642,+2.17169300E-0,+71.8937E-06,214.82,223.76,214.81
115.46829724311829,+2.17077400E-0,+71.8641E-06,214.82,223.76,214.81
116.0477523803711,+2.16986400E-0,+71.8337E-06,214.82,223.76,214.81
116.62830758094788,+2.16895900E-0,+71.8032E-06,214.82,223.75,214.8
117.20762038230896,+2.16805100E-0,+71.7687E-06,214.82,223.75,214.8
117.78775477409363,+2.16714400E-0,+71.7436E-06,214.82,223.75,214.8
118.36686825752258,+2.16623900E-0,+71.7137E-06,214.82,223.75,214.8
118.94893217086792,+2.16532500E-0,+71.6833E-06,214.82,223.74,214.8
119.52663373947144,+2.16440300E-0,+71.6533E-06,214.82,223.74,214.8
120.10552644729614,+2.16350100E-0,+71.6271E-06,214.82,223.74,214.8
120.68675351142883,+2.16259100E-0,+71.5926E-06,214.81,223.74,214.8
121.26675987243652,+2.16168300E-0,+71.5633E-06,214.81,223.74,214.8
121.84835076332092,+2.16077000E-0,+71.5332E-06,214.81,223.73,214.8
122.42539477348328,+2.15987400E-0,+71.4994E-06,214.81,223.73,214.79
123.00483798980713,+2.15897800E-0,+71.4733E-06,214.81,223.73,214.79
123.58511996269226,+2.15808200E-0,+71.4437E-06,214.81,223.73,214.79
124.16452527046204,+2.15714800E-0,+71.4132E-06,214.81,223.73,214.79
124.76433515548706,+2.15626100E-0,+71.3835E-06,214.81,223.73,214.79
125.34892129898071,+2.15536500E-0,+71.3538E-06,214.81,223.72,214.79
125.92446660995483,+2.15446000E-0,+71.3289E-06,214.81,223.72,214.79
126.50442242622375,+2.15356400E-0,+71.2948E-06,214.81,223.72,214.79
127.08361959457397,+2.15266800E-0,+71.2648E-06,214.81,223.72,214.79
127.66309642791748,+2.15179200E-0,+71.2360E-06,214.8,223.72,214.79
128.22301816940308,+2.15093700E-0,+71.2075E-06,214.8,223.71,214.79
128.78350925445557,+2.15004400E-0,+71.1780E-06,214.8,223.71,214.78
129.36276507377625,+2.14918800E-0,+71.1494E-06,214.8,223.71,214.78
129.92352151870728,+2.14828100E-0,+71.1249E-06,214.8,223.71,214.78
130.50233149528503,+2.14741400E-0,+71.0909E-06,214.8,223.71,214.78
131.06224632263184,+2.14653200E-0,+71.0618E-06,214.8,223.71,214.78
131.6226315498352,+2.14567100E-0,+71.0336E-06,214.8,223.7,214.78
132.181307554245,+2.14481600E-0,+71.0046E-06,214.8,223.7,214.78
132.74981379508972,+2.14392600E-0,+70.9750E-06,214.8,223.7,214.78
133.32293701171875,+2.14303000E-0,+70.9464E-06,214.8,223.7,214.78
133.8822000026703,+2.14216600E-0,+70.9179E-06,214.79,223.7,214.78
134.4483437538147,+2.14127600E-0,+70.8876E-06,214.79,223.7,214.78
135.02175760269165,+2.14041700E-0,+70.8594E-06,214.79,223.7,214.77
135.5808777809143,+2.13955300E-0,+70.8308E-06,214.79,223.7,214.77
136.1482639312744,+2.13866300E-0,+70.8014E-06,214.79,223.7,214.77
136.72175455093384,+2.13780500E-0,+70.7731E-06,214.79,223.69,214.77
137.28180122375488,+2.13692100E-0,+70.7445E-06,214.79,223.69,214.77
137.84832239151,+2.13519000E-0,+70.6811E-06,214.79,223.69,214.77
139.0008180141449,+2.13360700E-0,+70.6345E-06,214.78,223.69,214.77
140.019779920578,+2.13203600E-0,+70.5822E-06,214.78,223.69,214.76
141.04765725135803,+2.13116600E-0,+70.5482E-06,214.78,223.68,214.76
141.5995352268219,+2.13029100E-0,+70.5244E-06,214.78,223.68,214.76
142.15933203697205,+2.12943800E-0,+70.4955E-06,214.78,223.68,214.76
142.71885657310486,+2.12854800E-0,+70.4666E-06,214.78,223.68,214.76
143.2797839641571,+2.12767500E-0,+70.4380E-06,214.77,223.68,214.76
143.84808492660522,+2.12678500E-0,+70.4088E-06,214.77,223.68,214.76
144.41869235038757,+2.12593900E-0,+70.3804E-06,214.77,223.68,214.76
144.9788248538971,+2.12509200E-0,+70.3519E-06,214.77,223.67,214.76
145.54953241348267,+2.12419900E-0,+70.3228E-06,214.77,223.67,214.76
146.11805963516235,+2.12333200E-0,+70.2945E-06,214.77,223.67,214.76
146.6786150932312,+2.12245700E-0,+70.2659E-06,214.77,223.67,214.75
147.2465431690216,+2.12158700E-0,+70.2367E-06,214.77,223.67,214.75
147.8181595802307,+2.12072800E-0,+70.2082E-06,214.77,223.66,214.75
148.37774205207825,+2.11989900E-0,+70.1803E-06,214.76,223.66,214.75
148.94708466529846,+2.11899500E-0,+70.1513E-06,214.76,223.66,214.75
149.5166802406311,+2.11814500E-0,+70.1228E-06,214.76,223.66,214.75
150.0775830745697,+2.11727500E-0,+70.0940E-06,214.76,223.66,214.75
150.64603424072266,+2.11641700E-0,+70.0636E-06,214.76,223.65,214.75
151.21845531463623,+2.11555600E-0,+70.0369E-06,214.76,223.65,214.75
151.77759981155396,+2.11472100E-0,+70.0086E-06,214.76,223.65,214.75
152.34687995910645,+2.11381900E-0,+69.9820E-06,214.76,223.65,214.75
152.917578458786,+2.11297000E-0,+69.9506E-06,214.76,223.65,214.74
153.47875356674194,+2.11210000E-0,+69.9225E-06,214.76,223.65,214.74
154.0467586517334,+2.11123600E-0,+69.8885E-06,214.76,223.65,214.74
154.6191852092743,+2.11037800E-0,+69.8648E-06,214.75,223.64,214.74
155.17780542373657,+2.10952800E-0,+69.8373E-06,214.75,223.64,214.74
155.7474455833435,+2.10864100E-0,+69.8130E-06,214.75,223.64,214.74
156.31860876083374,+2.10779500E-0,+69.7797E-06,214.75,223.64,214.74
156.8797070980072,+2.10693000E-0,+69.7513E-06,214.75,223.64,214.74
157.44754934310913,+2.10605500E-0,+69.7177E-06,214.75,223.64,214.74
158.01819467544556,+2.10522000E-0,+69.6946E-06,214.75,223.63,214.74
158.57776284217834,+2.10436200E-0,+69.6664E-06,214.75,223.63,214.73
159.15184688568115,+2.10348600E-0,+69.6422E-06,214.75,223.63,214.73
159.71937918663025,+2.10263400E-0,+69.6093E-06,214.75,223.63,214.73
160.2782347202301,+2.10177800E-0,+69.5808E-06,214.74,223.63,214.73
160.84649348258972,+2.10091400E-0,+69.5468E-06,214.74,223.63,214.73
161.41900157928467,+2.10007400E-0,+69.5240E-06,214.74,223.62,214.73
161.97861528396606,+2.09923600E-0,+69.4957E-06,214.74,223.62,214.73
162.54795670509338,+2.09836300E-0,+69.4678E-06,214.74,223.62,214.73
163.0981523990631,+2.09751900E-0,+69.4393E-06,214.74,223.62,214.73
163.65818238258362,+2.09667300E-0,+69.4067E-06,214.74,223.62,214.73
164.21855926513672,+2.09583200E-0,+69.3842E-06,214.74,223.62,214.73
164.77881121635437,+2.09500300E-0,+69.3560E-06,214.74,223.61,214.72
165.34816241264343,+2.09412200E-0,+69.3323E-06,214.74,223.61,214.72
165.9191234111786,+2.09327800E-0,+69.2989E-06,214.73,223.61,214.72
166.4789159297943,+2.09243100E-0,+69.2714E-06,214.73,223.61,214.72
167.04784107208252,+2.09156400E-0,+69.2376E-06,214.73,223.61,214.72
167.61862587928772,+2.09072400E-0,+69.2145E-06,214.73,223.61,214.72
168.1791696548462,+2.08988900E-0,+69.1865E-06,214.73,223.6,214.72
168.74810361862183,+2.08903400E-0,+69.1588E-06,214.73,223.6,214.72
169.29957056045532,+2.08818700E-0,+69.1302E-06,214.73,223.6,214.72
169.85879564285278,+2.08734600E-0,+69.0976E-06,214.73,223.6,214.72
170.41993522644043,+2.08650600E-0,+69.0747E-06,214.73,223.6,214.71
170.97871851921082,+2.08566200E-0,+69.0470E-06,214.73,223.6,214.71
171.5478744506836,+2.08478000E-0,+69.0228E-06,214.72,223.59,214.71
172.11805725097656,+2.08394000E-0,+68.9900E-06,214.72,223.59,214.71
172.67874789237976,+2.08308700E-0,+68.9620E-06,214.72,223.59,214.71
173.2471194267273,+2.08222300E-0,+68.9285E-06,214.72,223.59,214.71
173.81923246383667,+2.08137100E-0,+68.9050E-06,214.72,223.59,214.71
174.37930822372437,+2.08053600E-0,+68.8770E-06,214.72,223.59,214.71
174.94822239875793,+2.07966300E-0,+68.8533E-06,214.72,223.58,214.71
175.51876664161682,+2.07882000E-0,+68.8204E-06,214.72,223.58,214.71
176.07903456687927,+2.07796700E-0,+68.7927E-06,214.72,223.58,214.71
176.64743423461914,+2.07711500E-0,+68.7592E-06,214.72,223.58,214.7
177.21861577033997,+2.07627100E-0,+68.7366E-06,214.72,223.58,214.7
177.77890729904175,+2.07546200E-0,+68.7090E-06,214.71,223.58,214.7
178.34877467155457,+2.07458400E-0,+68.6858E-06,214.71,223.57,214.7
178.91824531555176,+2.07374900E-0,+68.6531E-06,214.71,223.57,214.7
179.47754383087158,+2.07290200E-0,+68.6251E-06,214.71,223.57,214.7
180.0456862449646,+2.07203800E-0,+68.5916E-06,214.71,223.57,214.7
180.61822056770325,+2.07121500E-0,+68.5693E-06,214.71,223.57,214.7
181.17767453193665,+2.07038900E-0,+68.5417E-06,214.71,223.57,214.7
181.74640202522278,+2.06952800E-0,+68.5181E-06,214.71,223.56,214.7
182.3179268836975,+2.06870200E-0,+68.4859E-06,214.71,223.56,214.7
182.87767672538757,+2.06785500E-0,+68.4581E-06,214.71,223.56,214.69
183.44564127922058,+2.06700300E-0,+68.4250E-06,214.71,223.56,214.69
184.01770615577698,+2.06616800E-0,+68.4022E-06,214.7,223.56,214.69
184.57682991027832,+2.06535000E-0,+68.3741E-06,214.7,223.56,214.69
185.14575719833374,+2.06447800E-0,+68.3510E-06,214.7,223.55,214.69
185.71721172332764,+2.06364600E-0,+68.3182E-06,214.7,223.55,214.69
186.2777714729309,+2.06280500E-0,+68.2907E-06,214.7,223.55,214.69
186.84570932388306,+2.06195800E-0,+68.2575E-06,214.7,223.55,214.69
187.417813539505,+2.06112000E-0,+68.2346E-06,214.7,223.55,214.69
187.97770357131958,+2.06029700E-0,+68.2075E-06,214.7,223.55,214.69
188.5459005832672,+2.05942400E-0,+68.1836E-06,214.7,223.54,214.68
189.1168291568756,+2.05859800E-0,+68.1512E-06,214.7,223.54,214.68
189.67711472511292,+2.05774900E-0,+68.1234E-06,214.7,223.54,214.68
190.24567699432373,+2.05691100E-0,+68.0905E-06,214.69,223.54,214.68
190.81785774230957,+2.05607900E-0,+68.0677E-06,214.69,223.54,214.68
191.3776364326477,+2.05526700E-0,+68.0408E-06,214.69,223.54,214.68
191.94733905792236,+2.05441200E-0,+68.0172E-06,214.69,223.54,214.68
192.5171115398407,+2.05358000E-0,+67.9850E-06,214.69,223.53,214.68
193.07808709144592,+2.05275400E-0,+67.9579E-06,214.69,223.53,214.68
193.64566326141357,+2.05191300E-0,+67.9245E-06,214.69,223.53,214.68
194.21790719032288,+2.05108700E-0,+67.9022E-06,214.69,223.53,214.68
194.77777743339539,+2.05026700E-0,+67.8751E-06,214.69,223.53,214.67
195.34850311279297,+2.04941400E-0,+67.8515E-06,214.69,223.53,214.67
195.91816306114197,+2.04858500E-0,+67.8196E-06,214.68,223.52,214.67
196.4788281917572,+2.04776200E-0,+67.7922E-06,214.68,223.52,214.67
197.04883074760437,+2.04691200E-0,+67.7598E-06,214.68,223.52,214.67
197.61905026435852,+2.04610100E-0,+67.7375E-06,214.68,223.52,214.67
198.17901945114136,+2.04528000E-0,+67.7105E-06,214.68,223.52,214.67
198.74692225456238,+2.04443400E-0,+67.6865E-06,214.68,223.51,214.67
199.31883358955383,+2.04360500E-0,+67.6550E-06,214.68,223.51,214.67
199.87762355804443,+2.04279600E-0,+67.6271E-06,214.68,223.51,214.67
200.44671821594238,+2.04193800E-0,+67.5957E-06,214.68,223.51,214.66
201.01815223693848,+2.04113800E-0,+67.5724E-06,214.67,223.51,214.66
201.57882833480835,+2.04031400E-0,+67.5471E-06,214.67,223.51,214.66
202.14878344535828,+2.03946500E-0,+67.5202E-06,214.67,223.51,214.66
202.71828651428223,+2.03862100E-0,+67.4897E-06,214.67,223.5,214.66
203.297758102417,+2.03779500E-0,+67.4629E-06,214.67,223.5,214.66
203.85764861106873,+2.03697500E-0,+67.4346E-06,214.67,223.5,214.66
204.418598651886,+2.03616900E-0,+67.4086E-06,214.67,223.5,214.66
204.97776317596436,+2.03534300E-0,+67.3869E-06,214.67,223.5,214.66
205.54683637619019,+2.03454600E-0,+67.3547E-06,214.67,223.5,214.66
206.09775185585022,+2.03372500E-0,+67.3281E-06,214.67,223.49,214.66
206.65779066085815,+2.03292800E-0,+67.3015E-06,214.66,223.49,214.65
207.21811819076538,+2.03212500E-0,+67.2743E-06,214.66,223.49,214.65
207.77803349494934,+2.03132200E-0,+67.2528E-06,214.66,223.49,214.65
208.3467583656311,+2.03047300E-0,+67.2202E-06,214.66,223.49,214.65
208.9182105064392,+2.02966400E-0,+67.1937E-06,214.66,223.49,214.65
